experiment,condition,model,seed,base_test_acc,best_test_acc,best_val_acc,best_alpha,delta_pp,test_acc_a0.0,test_acc_a0.3,test_acc_a0.5,test_acc_a0.7,test_acc_a1.0
E,dataset=breast_cancer,Logistic,56,0.9736842105263158,0.9736842105263158,0.9565217391304348,0.0,0.0,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158
E,dataset=breast_cancer,Logistic,57,0.9736842105263158,0.9736842105263158,0.9710144927536232,0.0,0.0,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158
E,dataset=breast_cancer,Logistic,58,0.9473684210526315,0.9473684210526315,0.927536231884058,0.0,0.0,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315
E,dataset=breast_cancer,Logistic,59,0.9649122807017544,0.9649122807017544,0.9710144927536232,0.0,0.0,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.9649122807017544
E,dataset=breast_cancer,Logistic,60,0.9912280701754386,0.9912280701754386,0.9855072463768116,0.0,0.0,0.9912280701754386,0.9912280701754386,0.9912280701754386,0.9912280701754386,0.9912280701754386
E,dataset=breast_cancer,Logistic,61,0.9649122807017544,0.9649122807017544,1.0,0.0,0.0,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.9649122807017544
E,dataset=breast_cancer,MLP(8),42,0.9385964912280702,0.9122807017543859,0.9710144927536232,0.5,-2.6315789473684292,0.9649122807017544,0.9736842105263158,0.9122807017543859,0.9298245614035088,0.9385964912280702
E,dataset=breast_cancer,MLP(8),43,0.9298245614035088,0.9473684210526315,0.9855072463768116,0.0,1.754385964912275,0.9473684210526315,0.9122807017543859,0.9385964912280702,0.9210526315789473,0.9298245614035088
E,dataset=breast_cancer,MLP(8),44,0.9824561403508771,0.9824561403508771,0.9855072463768116,0.3,0.0,0.9736842105263158,0.9824561403508771,0.9824561403508771,0.9824561403508771,0.9824561403508771
E,dataset=breast_cancer,MLP(8),45,0.9385964912280702,0.956140350877193,1.0,0.3,1.754385964912275,0.9649122807017544,0.956140350877193,0.9473684210526315,0.9385964912280702,0.9385964912280702
E,dataset=breast_cancer,MLP(8),46,0.9649122807017544,0.956140350877193,0.9710144927536232,0.5,-0.8771929824561431,0.9649122807017544,0.9385964912280702,0.956140350877193,0.956140350877193,0.9649122807017544
E,dataset=breast_cancer,MLP(8),47,0.956140350877193,0.9649122807017544,0.9855072463768116,0.0,0.8771929824561431,0.9649122807017544,0.956140350877193,0.9385964912280702,0.9298245614035088,0.956140350877193
E,dataset=breast_cancer,MLP(8),48,0.956140350877193,0.9298245614035088,0.9565217391304348,0.0,-2.631578947368418,0.9298245614035088,0.9298245614035088,0.9122807017543859,0.9210526315789473,0.956140350877193
E,dataset=breast_cancer,MLP(8),49,0.9473684210526315,0.9385964912280702,0.9855072463768116,0.3,-0.877192982456132,0.9473684210526315,0.9385964912280702,0.9649122807017544,0.9385964912280702,0.9473684210526315
E,dataset=breast_cancer,MLP(8),50,0.9649122807017544,0.9649122807017544,0.9710144927536232,0.0,0.0,0.9649122807017544,0.9210526315789473,0.9649122807017544,0.9385964912280702,0.9649122807017544
E,dataset=breast_cancer,MLP(8),51,0.956140350877193,0.9473684210526315,0.9855072463768116,0.3,-0.8771929824561431,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.956140350877193
E,dataset=breast_cancer,MLP(8),52,0.956140350877193,0.9912280701754386,0.9710144927536232,0.0,3.508771929824561,0.9912280701754386,0.9473684210526315,0.9736842105263158,0.9298245614035088,0.956140350877193
E,dataset=breast_cancer,MLP(8),53,0.9824561403508771,0.9912280701754386,0.9855072463768116,0.7,0.8771929824561431,0.9736842105263158,0.9736842105263158,0.9824561403508771,0.9912280701754386,0.9824561403508771
E,dataset=breast_cancer,MLP(8),54,0.9649122807017544,0.9912280701754386,1.0,0.0,2.631578947368418,0.9912280701754386,0.9736842105263158,0.9649122807017544,0.9473684210526315,0.9649122807017544
E,dataset=breast_cancer,MLP(8),55,0.9035087719298246,0.9473684210526315,0.9710144927536232,0.0,4.385964912280693,0.9473684210526315,0.956140350877193,0.9736842105263158,0.9649122807017544,0.9035087719298246
E,dataset=breast_cancer,MLP(8),56,0.9736842105263158,0.9385964912280702,0.9710144927536232,0.0,-3.508771929824561,0.9385964912280702,0.9473684210526315,0.956140350877193,0.9473684210526315,0.9736842105263158
E,dataset=breast_cancer,MLP(8),57,0.9912280701754386,0.9736842105263158,0.9710144927536232,0.5,-1.754385964912275,0.9649122807017544,0.9736842105263158,0.9736842105263158,0.9473684210526315,0.9912280701754386
E,dataset=breast_cancer,MLP(8),58,0.9210526315789473,0.9210526315789473,0.9710144927536232,0.0,0.0,0.9210526315789473,0.9298245614035088,0.9298245614035088,0.9298245614035088,0.9210526315789473
E,dataset=breast_cancer,MLP(8),59,0.9473684210526315,0.9473684210526315,1.0,1.0,0.0,0.956140350877193,0.956140350877193,0.956140350877193,0.956140350877193,0.9473684210526315
E,dataset=breast_cancer,MLP(8),60,0.956140350877193,0.9824561403508771,0.9855072463768116,0.0,2.631578947368418,0.9824561403508771,0.956140350877193,0.9736842105263158,0.9649122807017544,0.956140350877193
E,dataset=breast_cancer,MLP(8),61,0.9298245614035088,0.9210526315789473,0.9565217391304348,0.3,-0.8771929824561431,0.956140350877193,0.9210526315789473,0.9298245614035088,0.9122807017543859,0.9298245614035088
E,dataset=breast_cancer,MLP(16),42,0.9298245614035088,0.9473684210526315,0.9710144927536232,0.0,1.754385964912275,0.9473684210526315,0.956140350877193,0.9473684210526315,0.9649122807017544,0.9298245614035088
E,dataset=breast_cancer,MLP(16),43,0.9385964912280702,0.9210526315789473,1.0,0.7,-1.7543859649122862,0.9298245614035088,0.9298245614035088,0.9122807017543859,0.9210526315789473,0.9385964912280702
E,dataset=breast_cancer,MLP(16),44,0.9912280701754386,0.9912280701754386,1.0,1.0,0.0,0.9824561403508771,0.9912280701754386,0.9912280701754386,0.9912280701754386,0.9912280701754386
E,dataset=breast_cancer,MLP(16),45,0.9649122807017544,0.956140350877193,1.0,0.3,-0.8771929824561431,0.956140350877193,0.956140350877193,0.9649122807017544,0.9649122807017544,0.9649122807017544
E,dataset=breast_cancer,MLP(16),46,0.9473684210526315,0.956140350877193,0.9710144927536232,0.3,0.8771929824561431,0.9824561403508771,0.956140350877193,0.9736842105263158,0.9473684210526315,0.9473684210526315
E,dataset=breast_cancer,MLP(16),47,0.9649122807017544,0.956140350877193,0.9855072463768116,0.0,-0.8771929824561431,0.956140350877193,0.9385964912280702,0.9298245614035088,0.9473684210526315,0.9649122807017544
E,dataset=breast_cancer,MLP(16),48,0.956140350877193,0.9473684210526315,0.9565217391304348,0.0,-0.8771929824561431,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9385964912280702,0.956140350877193
E,dataset=breast_cancer,MLP(16),49,0.9649122807017544,0.9649122807017544,0.9855072463768116,1.0,0.0,0.956140350877193,0.9736842105263158,0.956140350877193,0.9649122807017544,0.9649122807017544
E,dataset=breast_cancer,MLP(16),50,0.956140350877193,0.9736842105263158,0.9855072463768116,0.7,1.7543859649122862,0.9649122807017544,0.9473684210526315,0.9649122807017544,0.9736842105263158,0.956140350877193
E,dataset=breast_cancer,MLP(16),51,0.9473684210526315,0.9736842105263158,0.9855072463768116,0.0,2.6315789473684292,0.9736842105263158,0.9385964912280702,0.9385964912280702,0.9736842105263158,0.9473684210526315
E,dataset=breast_cancer,MLP(16),52,0.9473684210526315,0.9473684210526315,0.9855072463768116,0.3,0.0,0.9649122807017544,0.9473684210526315,0.9736842105263158,0.9736842105263158,0.9473684210526315
E,dataset=breast_cancer,MLP(16),53,0.9824561403508771,0.9912280701754386,0.9710144927536232,0.0,0.8771929824561431,0.9912280701754386,0.9824561403508771,0.9824561403508771,0.9736842105263158,0.9824561403508771
E,dataset=breast_cancer,MLP(16),54,0.9736842105263158,0.9912280701754386,1.0,0.7,1.754385964912275,0.956140350877193,0.9824561403508771,0.9736842105263158,0.9912280701754386,0.9736842105263158
E,dataset=breast_cancer,MLP(16),55,0.9824561403508771,0.956140350877193,0.9710144927536232,0.0,-2.631578947368418,0.956140350877193,0.9649122807017544,0.956140350877193,0.956140350877193,0.9824561403508771
E,dataset=breast_cancer,MLP(16),56,0.9824561403508771,0.9736842105263158,0.9710144927536232,0.0,-0.877192982456132,0.9736842105263158,0.9385964912280702,0.9473684210526315,0.9385964912280702,0.9824561403508771
E,dataset=breast_cancer,MLP(16),57,0.9824561403508771,0.9649122807017544,0.9710144927536232,0.0,-1.754385964912275,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.9824561403508771
E,dataset=breast_cancer,MLP(16),58,0.956140350877193,0.9385964912280702,0.9565217391304348,0.0,-1.754385964912275,0.9385964912280702,0.9298245614035088,0.9473684210526315,0.9473684210526315,0.956140350877193
E,dataset=breast_cancer,MLP(16),59,0.9473684210526315,0.9473684210526315,1.0,1.0,0.0,0.9736842105263158,0.9649122807017544,0.9824561403508771,0.956140350877193,0.9473684210526315
E,dataset=breast_cancer,MLP(16),60,0.956140350877193,0.9824561403508771,0.9855072463768116,0.3,2.631578947368418,0.9122807017543859,0.9824561403508771,0.9736842105263158,0.9736842105263158,0.956140350877193
E,dataset=breast_cancer,MLP(16),61,0.9385964912280702,0.9649122807017544,1.0,0.0,2.631578947368418,0.9649122807017544,0.9385964912280702,0.9298245614035088,0.9473684210526315,0.9385964912280702
E,dataset=breast_cancer,MLP(32),42,0.9473684210526315,0.956140350877193,0.9710144927536232,0.0,0.8771929824561431,0.956140350877193,0.9649122807017544,0.956140350877193,0.9649122807017544,0.9473684210526315
E,dataset=breast_cancer,MLP(32),43,0.9473684210526315,0.9298245614035088,0.9855072463768116,0.0,-1.754385964912275,0.9298245614035088,0.9473684210526315,0.9385964912280702,0.9210526315789473,0.9473684210526315
E,dataset=breast_cancer,MLP(32),44,0.9824561403508771,0.9736842105263158,1.0,0.5,-0.877192982456132,0.9912280701754386,0.9824561403508771,0.9736842105263158,0.9912280701754386,0.9824561403508771
E,dataset=breast_cancer,MLP(32),45,0.9649122807017544,0.9649122807017544,1.0,0.0,0.0,0.9649122807017544,0.956140350877193,0.9649122807017544,0.956140350877193,0.9649122807017544
E,dataset=breast_cancer,MLP(32),46,0.9473684210526315,0.9736842105263158,0.9855072463768116,0.0,2.6315789473684292,0.9736842105263158,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.9473684210526315
E,dataset=breast_cancer,MLP(32),47,0.9649122807017544,0.956140350877193,0.9855072463768116,0.0,-0.8771929824561431,0.956140350877193,0.9473684210526315,0.9649122807017544,0.9473684210526315,0.9649122807017544
E,dataset=breast_cancer,MLP(32),48,0.9649122807017544,0.9473684210526315,0.9710144927536232,0.3,-1.7543859649122862,0.956140350877193,0.9473684210526315,0.956140350877193,0.9298245614035088,0.9649122807017544
E,dataset=breast_cancer,MLP(32),49,0.9649122807017544,0.9649122807017544,0.9855072463768116,0.5,0.0,0.9736842105263158,0.9736842105263158,0.9649122807017544,0.956140350877193,0.9649122807017544
E,dataset=breast_cancer,MLP(32),50,0.9912280701754386,0.9473684210526315,0.9855072463768116,0.0,-4.385964912280704,0.9473684210526315,0.956140350877193,0.9912280701754386,0.9736842105263158,0.9912280701754386
E,dataset=breast_cancer,MLP(32),51,0.956140350877193,0.9649122807017544,0.9855072463768116,0.3,0.8771929824561431,0.9649122807017544,0.9649122807017544,0.956140350877193,0.9649122807017544,0.956140350877193
E,dataset=breast_cancer,MLP(32),52,0.9824561403508771,0.9736842105263158,0.9855072463768116,0.0,-0.877192982456132,0.9736842105263158,0.9824561403508771,0.9824561403508771,0.9736842105263158,0.9824561403508771
E,dataset=breast_cancer,MLP(32),53,0.9824561403508771,0.9824561403508771,0.9710144927536232,0.0,0.0,0.9824561403508771,0.9912280701754386,0.9824561403508771,0.9912280701754386,0.9824561403508771
E,dataset=breast_cancer,MLP(32),54,0.9824561403508771,0.9649122807017544,1.0,0.3,-1.754385964912275,0.9824561403508771,0.9649122807017544,0.9736842105263158,0.9649122807017544,0.9824561403508771
E,dataset=breast_cancer,MLP(32),55,0.9824561403508771,0.9649122807017544,0.9855072463768116,0.5,-1.754385964912275,0.956140350877193,0.9736842105263158,0.9649122807017544,0.9912280701754386,0.9824561403508771
E,dataset=breast_cancer,MLP(32),56,0.9736842105263158,0.9824561403508771,0.9710144927536232,0.0,0.877192982456132,0.9824561403508771,0.9649122807017544,0.9736842105263158,0.9736842105263158,0.9736842105263158
E,dataset=breast_cancer,MLP(32),57,0.9824561403508771,0.9649122807017544,0.9855072463768116,0.0,-1.754385964912275,0.9649122807017544,0.9649122807017544,0.9824561403508771,0.9649122807017544,0.9824561403508771
E,dataset=breast_cancer,MLP(32),58,0.9649122807017544,0.9649122807017544,0.9565217391304348,0.3,0.0,0.956140350877193,0.9649122807017544,0.9385964912280702,0.9473684210526315,0.9649122807017544
E,dataset=breast_cancer,MLP(32),59,0.9736842105263158,0.956140350877193,0.9855072463768116,0.0,-1.7543859649122862,0.956140350877193,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158
E,dataset=breast_cancer,MLP(32),60,0.9649122807017544,0.9824561403508771,0.9710144927536232,0.0,1.754385964912275,0.9824561403508771,0.9649122807017544,0.9736842105263158,0.9649122807017544,0.9649122807017544
E,dataset=breast_cancer,MLP(32),61,0.956140350877193,0.956140350877193,1.0,1.0,0.0,0.9473684210526315,0.9385964912280702,0.9649122807017544,0.956140350877193,0.956140350877193
E,dataset=breast_cancer,MLP(16x2),42,0.9473684210526315,0.956140350877193,0.9855072463768116,0.0,0.8771929824561431,0.956140350877193,0.956140350877193,0.9649122807017544,0.956140350877193,0.9473684210526315
E,dataset=breast_cancer,MLP(16x2),43,0.9385964912280702,0.9298245614035088,1.0,0.5,-0.8771929824561431,0.9385964912280702,0.9298245614035088,0.9298245614035088,0.9298245614035088,0.9385964912280702
E,dataset=breast_cancer,MLP(16x2),44,0.9824561403508771,0.9912280701754386,1.0,0.7,0.8771929824561431,0.9912280701754386,0.9824561403508771,0.9824561403508771,0.9912280701754386,0.9824561403508771
E,dataset=breast_cancer,MLP(16x2),45,0.956140350877193,0.9649122807017544,1.0,0.3,0.8771929824561431,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.9649122807017544,0.956140350877193
E,dataset=breast_cancer,MLP(16x2),46,0.9298245614035088,0.956140350877193,0.9855072463768116,0.5,2.631578947368418,0.9473684210526315,0.9912280701754386,0.956140350877193,0.9473684210526315,0.9298245614035088
E,dataset=breast_cancer,MLP(16x2),47,0.956140350877193,0.9649122807017544,0.9855072463768116,0.0,0.8771929824561431,0.9649122807017544,0.956140350877193,0.956140350877193,0.9473684210526315,0.956140350877193
E,dataset=breast_cancer,MLP(16x2),48,0.9649122807017544,0.9649122807017544,0.9710144927536232,0.3,0.0,0.9385964912280702,0.9649122807017544,0.9473684210526315,0.9298245614035088,0.9649122807017544
E,dataset=breast_cancer,MLP(16x2),49,0.956140350877193,0.956140350877193,1.0,0.3,0.0,0.956140350877193,0.956140350877193,0.956140350877193,0.9649122807017544,0.956140350877193
E,dataset=breast_cancer,MLP(16x2),50,0.9736842105263158,0.9649122807017544,0.9855072463768116,0.3,-0.8771929824561431,0.9649122807017544,0.9649122807017544,0.9824561403508771,0.9649122807017544,0.9736842105263158
E,dataset=breast_cancer,MLP(16x2),51,0.956140350877193,0.9385964912280702,0.9855072463768116,0.5,-1.754385964912275,0.9736842105263158,0.9473684210526315,0.9385964912280702,0.956140350877193,0.956140350877193
E,dataset=breast_cancer,MLP(16x2),52,0.9736842105263158,0.9736842105263158,0.9710144927536232,0.3,0.0,0.9824561403508771,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158
E,dataset=breast_cancer,MLP(16x2),53,0.9912280701754386,0.9824561403508771,0.9855072463768116,0.0,-0.8771929824561431,0.9824561403508771,0.9912280701754386,0.9824561403508771,0.9912280701754386,0.9912280701754386
E,dataset=breast_cancer,MLP(16x2),54,0.9649122807017544,0.9473684210526315,0.9855072463768116,0.0,-1.7543859649122862,0.9473684210526315,0.9736842105263158,0.956140350877193,0.9649122807017544,0.9649122807017544
E,dataset=breast_cancer,MLP(16x2),55,0.9736842105263158,0.9824561403508771,0.9710144927536232,0.0,0.877192982456132,0.9824561403508771,0.9649122807017544,0.9824561403508771,0.956140350877193,0.9736842105263158
E,dataset=breast_cancer,MLP(16x2),56,0.9736842105263158,0.9473684210526315,0.9710144927536232,0.0,-2.6315789473684292,0.9473684210526315,0.9649122807017544,0.9473684210526315,0.956140350877193,0.9736842105263158
E,dataset=breast_cancer,MLP(16x2),57,0.9736842105263158,0.9736842105263158,0.9855072463768116,1.0,0.0,0.956140350877193,0.9649122807017544,0.9736842105263158,0.9824561403508771,0.9736842105263158
E,dataset=breast_cancer,MLP(16x2),58,0.9649122807017544,0.9385964912280702,0.9565217391304348,0.0,-2.631578947368418,0.9385964912280702,0.956140350877193,0.9385964912280702,0.9649122807017544,0.9649122807017544
E,dataset=breast_cancer,MLP(16x2),59,0.956140350877193,0.9649122807017544,1.0,0.5,0.8771929824561431,0.9736842105263158,0.9824561403508771,0.9649122807017544,0.9824561403508771,0.956140350877193
E,dataset=breast_cancer,MLP(16x2),60,0.9649122807017544,0.9649122807017544,0.9855072463768116,0.3,0.0,0.9736842105263158,0.9649122807017544,0.9912280701754386,0.9736842105263158,0.9649122807017544
E,dataset=breast_cancer,MLP(16x2),61,0.9736842105263158,0.956140350877193,1.0,0.3,-1.7543859649122862,0.9649122807017544,0.956140350877193,0.9736842105263158,0.9473684210526315,0.9736842105263158
E,dataset=breast_cancer,MLP(32x2),42,0.9473684210526315,0.9736842105263158,0.9855072463768116,0.3,2.6315789473684292,0.9736842105263158,0.9736842105263158,0.9649122807017544,0.956140350877193,0.9473684210526315
E,dataset=breast_cancer,MLP(32x2),43,0.9473684210526315,0.9385964912280702,1.0,0.0,-0.877192982456132,0.9385964912280702,0.9298245614035088,0.956140350877193,0.956140350877193,0.9473684210526315
E,dataset=breast_cancer,MLP(32x2),44,0.9912280701754386,0.9736842105263158,1.0,0.3,-1.754385964912275,0.9824561403508771,0.9736842105263158,0.9912280701754386,0.9824561403508771,0.9912280701754386
E,dataset=breast_cancer,MLP(32x2),45,0.9649122807017544,0.9649122807017544,1.0,0.0,0.0,0.9649122807017544,0.956140350877193,0.956140350877193,0.9649122807017544,0.9649122807017544
E,dataset=breast_cancer,MLP(32x2),46,0.9473684210526315,0.9473684210526315,0.9855072463768116,0.7,0.0,0.956140350877193,0.9736842105263158,0.9649122807017544,0.9473684210526315,0.9473684210526315
E,dataset=breast_cancer,MLP(32x2),47,0.9736842105263158,0.956140350877193,0.9855072463768116,0.0,-1.7543859649122862,0.956140350877193,0.9649122807017544,0.9473684210526315,0.9736842105263158,0.9736842105263158
E,dataset=breast_cancer,MLP(32x2),48,0.956140350877193,0.956140350877193,0.9855072463768116,0.3,0.0,0.9473684210526315,0.956140350877193,0.956140350877193,0.9649122807017544,0.956140350877193
E,dataset=breast_cancer,MLP(32x2),49,0.9736842105263158,0.9736842105263158,0.9855072463768116,0.0,0.0,0.9736842105263158,0.9736842105263158,0.956140350877193,0.956140350877193,0.9736842105263158
E,dataset=breast_cancer,MLP(32x2),50,0.9824561403508771,0.9824561403508771,1.0,0.7,0.0,0.956140350877193,0.9824561403508771,0.9824561403508771,0.9824561403508771,0.9824561403508771
E,dataset=breast_cancer,MLP(32x2),51,0.9649122807017544,0.9736842105263158,0.9855072463768116,0.0,0.8771929824561431,0.9736842105263158,0.9824561403508771,0.9649122807017544,0.9649122807017544,0.9649122807017544
E,dataset=breast_cancer,MLP(32x2),52,0.9649122807017544,0.9824561403508771,0.9855072463768116,0.3,1.754385964912275,0.9824561403508771,0.9824561403508771,0.9649122807017544,0.9736842105263158,0.9649122807017544
E,dataset=breast_cancer,MLP(32x2),53,0.9824561403508771,0.9824561403508771,0.9855072463768116,0.0,0.0,0.9824561403508771,0.9912280701754386,0.9912280701754386,0.9824561403508771,0.9824561403508771
E,dataset=breast_cancer,MLP(32x2),54,0.9824561403508771,0.9736842105263158,1.0,0.0,-0.877192982456132,0.9736842105263158,0.9649122807017544,0.9736842105263158,0.9824561403508771,0.9824561403508771
E,dataset=breast_cancer,MLP(32x2),55,0.9824561403508771,0.9912280701754386,0.9855072463768116,0.3,0.8771929824561431,0.9736842105263158,0.9912280701754386,0.9824561403508771,0.956140350877193,0.9824561403508771
E,dataset=breast_cancer,MLP(32x2),56,0.9824561403508771,0.9824561403508771,0.9710144927536232,0.3,0.0,0.9736842105263158,0.9824561403508771,0.9824561403508771,0.9736842105263158,0.9824561403508771
E,dataset=breast_cancer,MLP(32x2),57,0.9824561403508771,0.9824561403508771,0.9855072463768116,0.7,0.0,0.956140350877193,0.9649122807017544,0.9824561403508771,0.9824561403508771,0.9824561403508771
E,dataset=breast_cancer,MLP(32x2),58,0.9649122807017544,0.9736842105263158,0.9565217391304348,0.0,0.8771929824561431,0.9736842105263158,0.9298245614035088,0.9736842105263158,0.956140350877193,0.9649122807017544
E,dataset=breast_cancer,MLP(32x2),59,0.956140350877193,0.9736842105263158,1.0,0.7,1.7543859649122862,0.9649122807017544,0.9649122807017544,0.9912280701754386,0.9736842105263158,0.956140350877193
E,dataset=breast_cancer,MLP(32x2),60,0.9649122807017544,0.9912280701754386,0.9855072463768116,0.0,2.631578947368418,0.9912280701754386,0.9473684210526315,0.9649122807017544,0.9649122807017544,0.9649122807017544
E,dataset=breast_cancer,MLP(32x2),61,0.956140350877193,0.9736842105263158,1.0,0.7,1.7543859649122862,0.9736842105263158,0.9473684210526315,0.9649122807017544,0.9736842105263158,0.956140350877193
E,dataset=wine,"RF(50,d5)",42,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
E,dataset=wine,"RF(50,d5)",43,0.9722222222222222,0.9722222222222222,1.0,0.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
E,dataset=wine,"RF(50,d5)",44,1.0,1.0,0.9545454545454546,0.0,0.0,1.0,1.0,1.0,1.0,1.0
E,dataset=wine,"RF(50,d5)",45,0.9722222222222222,0.9722222222222222,1.0,0.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
E,dataset=wine,"RF(50,d5)",46,0.9444444444444444,0.9444444444444444,1.0,0.0,0.0,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444
E,dataset=wine,"RF(50,d5)",47,1.0,1.0,0.9545454545454546,0.0,0.0,1.0,1.0,1.0,1.0,1.0
E,dataset=wine,"RF(50,d5)",48,0.9444444444444444,0.9444444444444444,1.0,0.0,0.0,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444
E,dataset=wine,"RF(50,d5)",49,0.9722222222222222,0.9722222222222222,0.9545454545454546,0.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
E,dataset=wine,"RF(50,d5)",50,1.0,1.0,0.9090909090909091,0.0,0.0,1.0,1.0,1.0,1.0,1.0
E,dataset=wine,"RF(50,d5)",51,0.9722222222222222,0.9722222222222222,1.0,0.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
E,dataset=wine,"RF(50,d5)",52,0.9722222222222222,0.9722222222222222,1.0,0.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
E,dataset=wine,"RF(50,d5)",53,0.9722222222222222,0.9722222222222222,1.0,0.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
E,dataset=wine,"RF(50,d5)",54,0.9722222222222222,0.9722222222222222,1.0,0.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
E,dataset=wine,"RF(50,d5)",55,0.9722222222222222,0.9722222222222222,0.9090909090909091,0.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
E,dataset=wine,"RF(50,d5)",56,0.9444444444444444,0.9444444444444444,0.9545454545454546,0.0,0.0,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444
E,dataset=wine,"RF(50,d5)",57,0.9722222222222222,0.9722222222222222,1.0,0.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
E,dataset=wine,"RF(50,d5)",58,0.9722222222222222,0.9722222222222222,1.0,0.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
E,dataset=wine,"RF(50,d5)",59,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
E,dataset=wine,"RF(50,d5)",60,0.9722222222222222,0.9722222222222222,0.9545454545454546,0.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
E,dataset=wine,"RF(50,d5)",61,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
E,dataset=wine,"RF(20,d3)",42,0.9722222222222222,0.9722222222222222,1.0,0.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
E,dataset=wine,"RF(20,d3)",43,0.9722222222222222,0.9722222222222222,1.0,0.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
E,dataset=wine,"RF(20,d3)",44,0.9722222222222222,0.9722222222222222,1.0,0.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
E,dataset=wine,"RF(20,d3)",45,0.9444444444444444,0.9444444444444444,1.0,0.0,0.0,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444
E,dataset=wine,"RF(20,d3)",46,0.9722222222222222,0.9722222222222222,1.0,0.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
E,dataset=wine,"RF(20,d3)",47,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
E,dataset=wine,"RF(20,d3)",48,0.9722222222222222,0.9722222222222222,0.9545454545454546,0.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
E,dataset=wine,"RF(20,d3)",49,0.9722222222222222,0.9722222222222222,0.9545454545454546,0.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
E,dataset=wine,"RF(20,d3)",50,1.0,1.0,0.9545454545454546,0.0,0.0,1.0,1.0,1.0,1.0,1.0
E,dataset=wine,"RF(20,d3)",51,0.9722222222222222,0.9722222222222222,1.0,0.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
E,dataset=wine,"RF(20,d3)",52,0.9722222222222222,0.9722222222222222,1.0,0.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
E,dataset=wine,"RF(20,d3)",53,0.9444444444444444,0.9444444444444444,1.0,0.0,0.0,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.9444444444444444
E,dataset=wine,"RF(20,d3)",54,0.9722222222222222,0.9722222222222222,1.0,0.0,0.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9722222222222222
